injection_id,M_c,q,s1_mag,s1_theta,s1_phi,s2_mag,s2_theta,s2_phi,iota,lambda_1,lambda_2,ra,dec,psi,d_L
87,0.797875405848362,0.4612714128162554,0.8948790965614102,0.3495631967345491,0.6983467474443534,0.002953288477110125,0.2193094151358311,0.12352620795636034,0.5059599233401665,0.6753817816189635,0.4635188022351759,0.9410952570016186,0.8561041820057098,0.12801416955663267,0.5915828097610569
88,0.23855904737273956,0.6794106385787573,0.3571872733974525,0.9380936618187121,0.5678039136966189,0.522954979605468,0.1135412829313953,0.17659869962581054,0.9233394244923167,0.09166640470837477,0.891341669581161,0.4812140605401808,0.4290796049427176,0.9685884312981801,0.05389966354678539
89,0.06877496844475893,0.15034349266878627,0.19585054130472326,0.42409920034328097,0.6739502072959772,0.5765378898254666,0.8133353909611865,0.5335871163762487,0.8513084441675964,0.033683297495295514,0.8606916029436509,0.15204583273840644,0.8584187080947274,0.6128196025005108,0.48126290103362385
90,0.5564127843901936,0.28486957736488827,0.2931345498733939,0.1297515687470229,0.33088846019845614,0.18808316648918233,0.7813088889658096,0.18400867999085713,0.17505143371152382,0.30609668065927426,0.5409132918176787,0.10574681613522541,0.34353337575164045,0.8458501383491469,0.6693475354872706
91,0.33731472985955896,0.7551407721705056,0.9319687284299556,0.44446308335880674,0.8209887340159451,0.905959363855232,0.7242143966665168,0.9774718882542043,0.6631551006788434,0.6447068871821073,0.4304159369731059,0.8239657364706443,0.6082851558178549,0.5410582656647638,0.6895235585685642
92,0.14326647971807352,0.5394833440966266,0.9902287395953885,0.6328769064622481,0.053330380267319955,0.10509193783391997,0.6288924843141439,0.21623492112689113,0.26563733795278227,0.8708709630607371,0.06664975009983813,0.027106131146426685,0.6241573797233166,0.24904816607894706,0.2890966304672207
93,0.4804322346388416,0.6246826771030428,0.05005034105149878,0.8070322447652888,0.4944026201483808,0.632029534214772,0.6959796682036541,0.8142816463933747,0.8327165021637237,0.7058867248899738,0.058563216187525836,0.328939243784343,0.8281596914965564,0.7097135880241381,0.6912833128179691
94,0.18838330959360203,0.7920258155503748,0.8508806467264571,0.30705566540772394,0.5201151227910429,0.9105517903449826,0.971948811207329,0.5712100476601099,0.5423614118173905,0.3110196513859888,0.7293812590886064,0.10479899375629392,0.1459080031110963,0.1822095846338417,0.4928636077476523
95,0.3633523797325577,0.21254161368598395,0.462742098007926,0.04733249066706072,0.733312039024456,0.20054993871358182,0.8950149835015571,0.05689653200248276,0.8591002897954602,0.8222970533369469,0.0977589028591474,0.7979070334523711,0.8957107044720171,0.04112507757159483,0.6709174301549387
96,0.9564728627177657,0.7519377335959577,0.02553227512565441,0.09056644612819761,0.8322634036216389,0.6167845382442447,0.427991986592108,0.2581558337639379,0.7489549102155171,0.4412680974197424,0.6492760232570589,0.654916499312574,0.5910146354199322,0.39012905015433547,0.6059451704980705
97,0.7845491014055656,0.4196517606033646,0.4337358673602468,0.7741261507752291,0.5347933051264262,0.8256476271416568,0.10729112982990602,0.5724650131207089,0.8199122901972453,0.05161842192482139,0.5875761414711811,0.4713231855074784,0.2630325390628007,0.6714840449311742,0.8987293290284857
98,0.9586978029180925,0.23494415973264612,0.560772731056354,0.07606761217587552,0.3897054662627692,0.6186457862232976,0.316393295104012,0.7129909118070671,0.8706847790859951,0.5004217161304243,0.62243445134123,0.7589606876128991,0.9867514277838689,0.548536329406494,0.9872920550724825
